3.992605972290039062e+01, 1.075802688598632812e+02, 1.070764083862304688e+02, -1.076729431152343750e+02
3.992041778564453125e+01, 1.075831222534179688e+02, 1.071510162353515625e+02, -1.074369430541992188e+02
3.991965103149414062e+01, 1.075781173706054688e+02, 7.886181640625000000e+01, -8.461087036132812500e+01
3.990896987915039062e+01, 1.075752258300781250e+02, 7.287245941162109375e+01, -7.866144561767578125e+01
3.994726943969726562e+01, 1.074739303588867188e+02, 7.054063415527343750e+01, -7.813204956054687500e+01
3.994624328613281250e+01, 1.074759292602539062e+02, 6.785043334960937500e+01, -7.526530456542968750e+01
3.994578552246093750e+01, 1.074773101806640625e+02, 6.549226379394531250e+01, -7.262808227539062500e+01
3.994255065917968750e+01, 1.074794540405273438e+02, 6.330940246582031250e+01, -7.017261505126953125e+01
3.994126892089843750e+01, 1.074822769165039062e+02, 6.112286758422851562e+01, -6.776408386230468750e+01
3.991201019287109375e+01, 1.074336624145507812e+02, 5.918840789794921875e+01, -6.533548736572265625e+01
3.990551757812500000e+01, 1.074354629516601562e+02, 5.735292053222656250e+01, -6.309949874877929688e+01
3.990015029907226562e+01, 1.074367218017578125e+02, 5.562569427490234375e+01, -6.098146438598632812e+01
3.987290573120117188e+01, 1.074280166625976562e+02, 5.396654891967773438e+01, -5.891114807128906250e+01
3.986464309692382812e+01, 1.074302062988281250e+02, 5.231163024902343750e+01, -5.699760437011718750e+01
3.983256912231445312e+01, 1.074029693603515625e+02, 5.071875762939453125e+01, -5.517250442504882812e+01
3.973208999633789062e+01, 1.072313613891601562e+02, 5.146355438232421875e+01, -5.322036361694335938e+01
3.968851852416992188e+01, 1.070990066528320312e+02, 5.244733810424804688e+01, -5.119512176513671875e+01
3.969284820556640625e+01, 1.070466079711914062e+02, 5.077910995483398438e+01, -4.946207809448242188e+01
3.965436935424804688e+01, 1.070176162719726562e+02, 5.147170639038085938e+01, -4.723889541625976562e+01
3.965371704101562500e+01, 1.069960479736328125e+02, 4.992023468017578125e+01, -4.553908157348632812e+01
3.964812469482421875e+01, 1.070197525024414062e+02, 4.809785842895507812e+01, -4.385159301757812500e+01
3.967512893676757812e+01, 1.069673233032226562e+02, 4.636727142333984375e+01, -4.195158004760742188e+01
3.957308578491210938e+01, 1.069616775512695312e+02, 4.681641769409179688e+01, -3.915800857543945312e+01
3.952505493164062500e+01, 1.069935836791992188e+02, 4.778160476684570312e+01, -3.614630889892578125e+01
3.946419525146484375e+01, 1.070231704711914062e+02, 4.587790298461914062e+01, -3.442797088623046875e+01
3.945398330688476562e+01, 1.069999771118164062e+02, 4.445145797729492188e+01, -3.286352539062500000e+01
3.942859649658203125e+01, 1.069402694702148438e+02, 4.640645980834960938e+01, -2.981208610534667969e+01
3.942375564575195312e+01, 1.068383178710937500e+02, 4.526891708374023438e+01, -2.913253974914550781e+01
3.936035156250000000e+01, 1.065628967285156250e+02, 4.739117431640625000e+01, -2.693374061584472656e+01
3.926667785644531250e+01, 1.066136932373046875e+02, 4.637686538696289062e+01, -2.635860252380371094e+01
3.918775558471679688e+01, 1.066591796875000000e+02, 4.800120925903320312e+01, -2.501003265380859375e+01
3.916429519653320312e+01, 1.067070388793945312e+02, 4.719438171386718750e+01, -2.475448226928710938e+01
3.912457656860351562e+01, 1.066611099243164062e+02, 4.642359161376953125e+01, -2.454572868347167969e+01
3.907089233398437500e+01, 1.066616668701171875e+02, 4.562831497192382812e+01, -2.435918998718261719e+01
3.902318954467773438e+01, 1.064599075317382812e+02, 4.491044616699218750e+01, -2.411888504028320312e+01
3.886030960083007812e+01, 1.064979705810546875e+02, 4.426992034912109375e+01, -2.416378402709960938e+01
3.882991790771484375e+01, 1.063829345703125000e+02, 4.375315093994140625e+01, -2.403927612304687500e+01
3.882733535766601562e+01, 1.062610015869140625e+02, 4.322796249389648438e+01, -2.371673583984375000e+01
3.882555007934570312e+01, 1.061329650878906250e+02, 4.275920486450195312e+01, -2.328618431091308594e+01
3.881410980224609375e+01, 1.061686935424804688e+02, 4.218197631835937500e+01, -2.302608489990234375e+01
3.880840301513671875e+01, 1.061380157470703125e+02, 4.153544235229492188e+01, -2.293299102783203125e+01
3.862466049194335938e+01, 1.062200241088867188e+02, 4.103657913208007812e+01, -2.277481842041015625e+01
3.864652633666992188e+01, 1.060576324462890625e+02, 4.074234771728515625e+01, -2.236805915832519531e+01
3.845492553710937500e+01, 1.060673217773437500e+02, 4.112983322143554688e+01, -2.211081123352050781e+01
3.841569137573242188e+01, 1.060687179565429688e+02, 4.062186813354492188e+01, -2.224939918518066406e+01
3.837446212768554688e+01, 1.061384963989257812e+02, 4.003469085693359375e+01, -2.201436233520507812e+01
