4.150397872924804688e+01, 1.053642425537109375e+02, 1.239989318847656250e+02, -1.079988098144531250e+02
3.816881561279296875e+01, 1.059400482177734375e+02, 4.200554656982421875e+01, -1.698462295532226562e+01
3.311310195922851562e+01, 1.061053161621093750e+02, 4.689466476440429688e+01, -1.603938484191894531e+01
2.729069328308105469e+01, 1.063169708251953125e+02, 5.131360244750976562e+01, -1.586124324798583984e+01
2.465827369689941406e+01, 1.062097396850585938e+02, 1.138652038574218750e+02, -2.134375762939453125e+01
2.252663040161132812e+01, 1.058869018554687500e+02, 1.561034393310546875e+02, -2.489599800109863281e+01
1.568000411987304688e+01, 1.051440734863281250e+02, 1.517096099853515625e+02, -2.468600082397460938e+01
9.087010383605957031e+00, 1.041223144531250000e+02, 1.494408874511718750e+02, -2.405954170227050781e+01
2.329439640045166016e+00, 1.025207519531250000e+02, 1.475942382812500000e+02, -2.480198860168457031e+01
-2.070531696081161499e-01, 1.014956512451171875e+02, 1.846365203857421875e+02, -3.056280326843261719e+01
-2.074499368667602539e+00, 1.005009078979492188e+02, 2.136796569824218750e+02, -3.250617218017578125e+01
-3.319380283355712891e+00, 9.975568389892578125e+01, 2.280603942871093750e+02, -3.568470001220703125e+01
-8.731220245361328125e+00, 9.753868103027343750e+01, 2.333176116943359375e+02, -3.430725097656250000e+01
-1.426593399047851562e+01, 9.482563018798828125e+01, 2.298752899169921875e+02, -2.692756271362304688e+01
-1.722411155700683594e+01, 9.315482330322265625e+01, 2.252205810546875000e+02, -2.553449821472167969e+01
