3.841542434692382812e+01, 9.574212646484375000e+01, 1.169999694824218750e+02, -1.099999084472656250e+02
3.982775878906250000e+01, 9.574277496337890625e+01, 4.315863418579101562e+01, -1.019195938110351562e+02
4.350405502319335938e+01, 9.466591644287109375e+01, 3.004554176330566406e+01, -1.028671875000000000e+02
4.709617233276367188e+01, 9.367123413085937500e+01, 2.616781806945800781e+01, -1.014338989257812500e+02
5.064872741699218750e+01, 9.251424407958984375e+01, 2.717364120483398438e+01, -1.050796737670898438e+02
5.457025146484375000e+01, 9.066322326660156250e+01, 1.714038467407226562e+01, -1.085543746948242188e+02
5.494985580444335938e+01, 9.014542388916015625e+01, 6.214455413818359375e+01, -1.214853363037109375e+02
5.852154541015625000e+01, 8.871282196044921875e+01, 4.818616104125976562e+01, -1.258488006591796875e+02
6.188318634033203125e+01, 8.713302612304687500e+01, 4.689902496337890625e+01, -1.291047973632812500e+02
6.508908843994140625e+01, 8.542216491699218750e+01, 4.734183883666992188e+01, -1.311603393554687500e+02
6.879943084716796875e+01, 8.309773254394531250e+01, 4.302159118652343750e+01, -1.319493408203125000e+02
7.163774108886718750e+01, 8.004782867431640625e+01, 3.139736366271972656e+01, -1.269465332031250000e+02
7.330487060546875000e+01, 7.786062622070312500e+01, 2.558530426025390625e+01, -1.293273620605468750e+02
7.688124847412109375e+01, 7.467487335205078125e+01, 2.578231620788574219e+01, -1.234461441040039062e+02
8.055120086669921875e+01, 7.206280517578125000e+01, 2.556000709533691406e+01, -1.212941513061523438e+02
8.335514068603515625e+01, 7.052439117431640625e+01, 2.378871154785156250e+01, -1.174804458618164062e+02
8.535558319091796875e+01, 6.951492309570312500e+01, 2.328291511535644531e+01, -1.195529479980468750e+02
